artist,song,source_lyrics,tag,true_end_lyrics,generated_lyrics,generated_end_lyrics,bleu_score,perplexity
Shawn Mendes,Mercy,"I'm saying Baby, please have mercy on me Take it easy on my heart Even though you don't mean to hurt me You keep tearing me apart Would you please have mercy on me? I'm a puppet on your strings And even though you got good intentions I need you to set",[Chorus],"me free Would you please have mercy, mercy on my heart? Would you please have mercy, mercy on my heart?","I'm saying Baby, please have mercy on me Take it easy on my heart Even though you don't mean to hurt me You keep tearing me apart Would you please have mercy on me? I'm a puppet on your strings And even though you got good intentions I need you to set your world on fire Now my mind can't handle it anymore Yes, baby, please Have mercy on me Take it easy on my heart Even though you"," your world on fire Now my mind can't handle it anymore Yes, baby, please Have mercy on me Take it easy on my heart Even though you",9.056554321859177e-232,47.693607330322266
Shawn Mendes,Mercy,Consuming all the air inside my lungs Ripping all the skin from off my bones I'm prepared to sacrifice my life I would gladly do it twice Consuming all the air inside my lungs,[Bridge],Ripping all the skin from off my bones I'm prepared to sacrifice my life I would gladly do it twice,"Consuming all the air inside my lungs Ripping all the skin from off my bones I'm prepared to sacrifice my life I would gladly do it twice Consuming all the air inside my lungs I'd rather not
'Hush, look at the floor and the carpet"," I'd rather not
'Hush, look at the floor and the carpet",1.0881585058887664e-231,50.35436248779297
Shawn Mendes,Mercy,"Oh, please have mercy on me Take it easy on my heart Even though you don't mean to hurt me You keep tearing me apart Would you please have mercy on me? I'm a puppet on your string And even though you got good intentions I need you to set me free I'm begging you for mercy, mercy I'm",[Chorus],"begging you, begging you, please, baby I'm begging you for mercy, mercy Ooh, I'm begging you, I'm begging you, yeah","Oh, please have mercy on me Take it easy on my heart Even though you don't mean to hurt me You keep tearing me apart Would you please have mercy on me? I'm a puppet on your string And even though you got good intentions I need you to set me free I'm begging you for mercy, mercy I'm a puppet on your string
Then the mysterious little boy, black and white, sings
'So my baby, now, I'll sing in my"," a puppet on your string
Then the mysterious little boy, black and white, sings
'So my baby, now, I'll sing in my",9.397475657746044e-232,57.78627395629883
Sia,Chandelier,"Party girls don't get hurt Can't feel anythin', when will I learn? I push it down, I push it down I'm the",[Verse],"one for a good time call Phone's blowin' up, ringin' my doorbell I feel the love, I feel the love","Party girls don't get hurt Can't feel anythin', when will I learn? I push it down, I push it down I'm the way I am Can't feel anythin', when will I learn? I push it down, I push it down, I push it down, I"," way I am Can't feel anythin', when will I learn? I push it down, I push it down, I push it down, I",1.0749662678465409e-231,28.343042373657227
Sia,Chandelier,"One, two, three, one, two, three, drink One,",[Pre-Chorus],"two, three, one, two, three, drink One, two, three, one, two, three, drink Throw 'em back 'til I lose count","One, two, three, one, two, three, drink One, two, three, one, two, three, drink Two, three, one, two, three, drink One, two, three, one,"," two, three, one, two, three, drink Two, three, one, two, three, drink One, two, three, one,",6.995501686664742e-232,6.067969799041748
Sia,Chandelier,I'm gonna swing from the chandelier From the chandelier I'm gonna live like tomorrow doesn't exist Like it doesn't exist I'm gonna fly like,[Chorus],a bird through the night Feel my tears as they dry I'm gonna swing from the chandelier From the chandelier,I'm gonna swing from the chandelier From the chandelier I'm gonna live like tomorrow doesn't exist Like it doesn't exist I'm gonna fly like tomorrow doesn't exist, tomorrow doesn't exist,8.319100378795605e-232,362.7323913574219
Sia,Chandelier,"But I'm holdin' on for dear life Won't look down, won't open my eyes Keep my glass full until mornin' light 'Cause I'm just holdin' on for tonight Help me, I'm holdin' on for dear life Won't look down, won't open my eyes Keep",[Post-Chorus],"my glass full until mornin' light 'Cause I'm just holdin' on for tonight, on for tonight You might also like","But I'm holdin' on for dear life Won't look down, won't open my eyes Keep my glass full until mornin' light 'Cause I'm just holdin' on for tonight Help me, I'm holdin' on for dear life Won't look down, won't open my eyes Keep my glass full until mornin' light 'Cause I'm just holdin' on for tonight", my glass full until mornin' light 'Cause I'm just holdin' on for tonight,9.320090073989482e-232,87.95830535888672
Sia,Chandelier,"Sun is up,",[Verse],"I'm a mess Gotta get out now, gotta run from this Here comes the shame, here comes the shame (Ahh)","Sun is up, girl,"" it says to Jigglypuff.

""Yeah!""

""Yeah, girl,"" he says, but his voice gets stronger"," girl,"" it says to Jigglypuff.

""Yeah!""

""Yeah, girl,"" he says, but his voice gets stronger",1.0216652050829071e-231,19.9810848236084
Sia,Chandelier,"One, two, three, one, two, three, drink One,",[Pre-Chorus],"two, three, one, two, three, drink One, two, three, one, two, three, drink Throw 'em back 'til I lose count","One, two, three, one, two, three, drink One, two, three, one, two, three, drink One, two, three, one, two, three, drink One, two, three,"," two, three, one, two, three, drink  two, three,",6.921464794211712e-232,36.51780700683594
Sia,Chandelier,I'm gonna swing from the chandelier From the chandelier I'm gonna live like tomorrow doesn't exist Like it doesn't exist I'm gonna fly like,[Chorus],a bird through the night Feel my tears as they dry I'm gonna swing from the chandelier From the chandelier,I'm gonna swing from the chandelier From the chandelier I'm gonna live like tomorrow doesn't exist Like it doesn't exist I'm gonna fly like tonight doesn't exist (And stay there like that) I'm gonna drive like tonight doesn't exist Like it doesn't exist I'm gonna fly like, tonight doesn't exist (And stay there like that) I'm gonna drive like tonight doesn't exist Like it doesn't exist I'm gonna fly like,9.291932380419767e-232,53.46654510498047
Sia,Chandelier,"But I'm holdin' on for dear life Won't look down, won't open my eyes Keep my glass full until mornin' light 'Cause I'm just holdin' on for tonight Help me, I'm holdin' on for dear life Won't look down, won't",[Post-Chorus],"open my eyes Keep my glass full until mornin' light 'Cause I'm just holdin' on for tonight, on for tonight","But I'm holdin' on for dear life Won't look down, won't open my eyes Keep my glass full until mornin' light 'Cause I'm just holdin' on for tonight Help me, I'm holdin' on for dear life Won't look down, won't open my eyes
Love, love"," open my eyes
Love, love",8.231055179516831e-232,104.1977767944336
Sia,Chandelier,"On for tonight 'Cause I'm just holdin' on for tonight Oh, I'm just holdin' on for tonight On for tonight, on for tonight 'Cause I'm just holdin' on for tonight",[Outro],"'Cause I'm just holdin' on for tonight Oh, I'm just holdin' on for tonight On for tonight, on for tonight","On for tonight 'Cause I'm just holdin' on for tonight Oh, I'm just holdin' on for tonight On for tonight, on for tonight 'Cause I'm just holdin' on for tonight Oh, I'm just holdin' on for tonight"," Oh, I'm just holdin' on for tonight",9.788429383461836e-232,35.100013732910156
Tame Impala,’Cause I’m a Man,"Like the brutal morning sun It dawns on me, what have I done? Saying sorry ain't as good as saying why But it buys me a little more time Lost in the moment for the second time Each fuck up that I make, that makes",[Verse],"you cry I'm as pathetic, as the reason why In desperation, all that you can do is ask me why","Like the brutal morning sun It dawns on me, what have I done? Saying sorry ain't as good as saying why But it buys me a little more time Lost in the moment for the second time Each fuck up that I make, that makes me feel bigger When I'm feeling bad When I'm feeling good


See more »"," me feel bigger When I'm feeling bad When I'm feeling good


See more »",8.875825067922154e-232,49.09072494506836
Tame Impala,’Cause I’m a Man,"Cause I'm a man, woman Don't always think before I do Cause I'm a man, woman That's the only answer I got for you (Uh) Cause I'm",[Chorus],"a man, woman Not often proud of what I choose I'm a human, woman A greater force I answer to","Cause I'm a man, woman Don't always think before I do Cause I'm a man, woman That's the only answer I got for you (Uh) Cause I'm a man, woman Don't always think before I do (Uh) Cause I'm a man, woman Don't always think before I do (Uh"," a man, woman Don't always think before I do (Uh) Cause I'm a man, woman Don't always think before I do (Uh",1.0073082227171603e-231,19.909534454345703
Tame Impala,’Cause I’m a Man,"Once again, as it takes a hold I am aware, not in control You see, I have a conscience and it's never fooled But it's prone to be overruled You wanna know why I always think Im right? (Why?) You never accept defeat and let it slide (Why?) I have no voice if I dont speak",[Verse],my mind (Why?) My weakness is the source of all my pride I'll tell you why You might also like,"Once again, as it takes a hold I am aware, not in control You see, I have a conscience and it's never fooled But it's prone to be overruled You wanna know why I always think Im right? (Why?) You never accept defeat and let it slide (Why?) I have no voice if I dont speak or it doesn't make me feel", or it doesn't make me feel,1.0518351895246305e-231,41.00918960571289
Tame Impala,’Cause I’m a Man,"Cause I'm a man, woman Don't always think before I do Cause I'm a man, woman It's the only answer I got for you (Uh) Cause I'm a man, woman Not often proud of what I choose I'm a human, woman A greater force I",[Chorus],"answer to I'll never be as strong as you I'm a human, human A greater force I answer to (Uh)","Cause I'm a man, woman Don't always think before I do Cause I'm a man, woman It's the only answer I got for you (Uh) Cause I'm a man, woman Not often proud of what I choose I'm a human, woman A greater force I have (Uh) Ain't got to change my mind
Just play with the story and the life
Who is the joy that you gave me,"," have (Uh) Ain't got to change my mind
Just play with the story and the life
Who is the joy that you gave me,",9.482529355042618e-232,57.080101013183594
